2017-01-06T16:29:00+01:00;0087571216;Vendôme - Villiers-sur-Loir;105.0;5.0
2017-01-06T16:40:00+01:00;0087474007;Brest;83.0;4.0
2017-01-06T16:57:00+01:00;0087672006;Pau;86.0;2.0
2017-01-09T07:18:00+01:00;0087172007;Charleville-Mézières;92.0;3.0
2017-01-08T09:44:00+01:00;0087281071;Calais - Fréthun;76.0;2.0
2017-01-09T07:43:00+01:00;0087172254;Sedan;59.0;1.0
2017-01-09T08:40:00+01:00;0087694109;Le Creusot - Montceau-les-Mines - Montchanin TGV;79.0;2.0
2017-01-09T10:03:00+01:00;0087757625;Cannes;91.0;14.0
2017-01-09T10:55:00+01:00;0087686667;Paris Bercy;82.0;1.0
2017-01-09T14:35:00+01:00;0087476606;Vannes;88.0;12.0
2017-01-09T15:32:00+01:00;0087575142;Châtellerault;69.0;1.0
2017-01-10T07:25:00+01:00;0087141150;Lunéville;48.0;3.0
2017-01-10T16:49:00+01:00;0087313049;Longueau;54.0;3.0
2017-01-10T17:13:00+01:00;0087141101;Varangéville - Saint-Nicolas;54.0;2.0
2017-01-10T16:53:00+01:00;0087611244;Montauban Ville Bourbon;81.0;5.0
2017-01-10T12:09:00+01:00;0087581009;Bordeaux Saint-Jean;83.0;2.0
2017-01-10T14:43:00+01:00;0087723197;Lyon Part Dieu;88.0;6.0
2017-01-10T12:27:00+01:00;0087343004;Valenciennes;63.0;2.0
2017-01-10T09:37:00+01:00;0087411249;Maromme;45.0;4.0
2017-01-10T09:33:00+01:00;0087175778;Verdun;45.0;2.0
2017-01-10T09:39:00+01:00;0000313874;Amiens;52.0;2.0
2017-01-11T09:24:00+01:00;0087694109;Le Creusot - Montceau-les-Mines - Montchanin TGV;80.0;1.0
2017-01-11T11:43:00+01:00;0087271494;Aéroport Charles de Gaulle 2 TGV;75.0;5.0
2017-01-11T09:45:00+01:00;0087751271;La Brillanne - Oraison;48.0;1.0
2017-01-11T15:06:00+01:00;0087271007;Paris Gare du Nord;54.0;6.0
2017-01-11T15:47:00+01:00;0087144626;Raon-l'Étape;42.0;2.0
2017-01-11T16:28:00+01:00;0087317362;Abbeville;62.0;1.0
2017-01-11T15:32:00+01:00;0087393702;Massy TGV;72.0;1.0
2017-01-11T16:38:00+01:00;0087141416;Baccarat;54.0;1.0
2017-01-11T16:54:00+01:00;0087543009;Orléans;78.0;2.0
2017-01-11T16:29:00+01:00;0087725002;Chalon-sur-Saône;84.0;2.0
2017-01-11T11:35:00+01:00;0087393702;Massy TGV;69.0;1.0
2017-01-12T10:39:00+01:00;0087300822;Belfort - Montbéliard TGV;55.0;2.0
2017-01-12T09:36:00+01:00;0087722025;Lyon Perrache;95.0;1.0
2017-01-12T09:26:00+01:00;0087223263;Lille Europe;86.0;5.0
2017-01-12T10:54:00+01:00;0087175257;Commercy;79.0;9.0
2017-01-12T14:19:00+01:00;0087575001;Poitiers;72.0;1.0
2017-01-12T11:06:00+01:00;0087765818;Monteux;35.0;0.0
2017-01-12T15:38:00+01:00;0087576009;Vierzon;85.0;3.0
2017-01-17T07:55:00+01:00;0087172254;Sedan;59.0;3.0
2017-01-17T08:13:00+01:00;0087313874;Amiens;64.0;2.0
2017-01-17T08:54:00+01:00;0087741009;Chambéry - Challes-les-Eaux;102.0;3.0
2017-01-17T14:02:00+01:00;0087144014;Saint-Dié-des-Vosges;50.0;5.0
2017-01-17T15:03:00+01:00;0087471003;Rennes;53.0;3.0
2017-01-17T15:04:00+01:00;0087271007;Paris Gare du Nord;52.0;5.0
2017-01-17T17:05:00+01:00;0087575142;Châtellerault;67.0;1.0
2017-01-18T06:19:00+01:00;0087182063;Mulhouse;34.0;0.0
2017-01-12T15:58:00+01:00;0087755009;Toulon;87.0;5.0
2017-01-12T16:09:00+01:00;0087763029;Valence TGV Rhône-Alpes Sud;88.0;5.0
2017-01-12T16:00:00+01:00;0087597005;Châteauroux;74.0;2.0
2017-01-12T16:06:00+01:00;0087677005;Hendaye;85.0;3.0
2017-01-12T10:07:00+01:00;0087396002;Le Mans;87.0;8.0
2017-01-12T09:04:00+01:00;0087781278;Agde;75.0;1.0
2017-01-13T08:00:00+01:00;0087182139;Saint-Louis;70.0;6.0
2017-01-13T08:52:00+01:00;0087319012;Aix-en-Provence TGV;85.0;12.0
2017-01-13T09:17:00+01:00;0087756379;Beaulieu-sur-Mer;69.0;14.0
2017-01-13T09:35:00+01:00;0087723197;Lyon Part Dieu;99.0;5.0
2017-01-13T11:06:00+01:00;0087300863;Besançon Franche-Comté TGV;64.0;2.0
2017-01-13T11:04:00+01:00;0087391003;Paris Montparnasse;53.0;4.0
2017-01-13T11:17:00+01:00;0087686006;Paris Gare de Lyon;49.0;3.0
2017-01-13T12:28:00+01:00;0087756486;Menton;78.0;3.0
2017-01-13T14:13:00+01:00;0087396002;Le Mans;87.0;6.0
2017-01-13T14:56:00+01:00;0087345025;Lens;74.0;6.0
2017-01-13T15:58:00+01:00;0087481002;Nantes;68.0;5.0
2017-01-13T16:23:00+01:00;0087672006;Pau;88.0;4.0
2017-01-13T17:19:00+01:00;0087191734;Rombas - Clouange;28.0;1.0
2017-01-13T18:40:00+01:00;0087611004;Toulouse Matabiau;88.0;1.0
2016-12-20T18:17:00+01:00;0087271494;Aéroport Charles de Gaulle 2 TGV;65.0;6.0
2017-01-14T11:28:00+01:00;0087319012;Aix-en-Provence TGV;87.0;2.0
2017-01-15T16:46:00+01:00;0087317362;Abbeville;62.0;1.0
2017-01-15T10:05:00+01:00;0087757625;Cannes;88.0;17.0
2017-01-15T19:02:00+01:00;0000756403;Monaco;98.0;2.0
2017-01-16T08:45:00+01:00;0087732008;Vichy;88.0;2.0
2017-01-16T09:38:00+01:00;0087751750;Aubagne;72.0;6.0
2017-01-16T10:40:00+01:00;0087345165;Dourges;31.0;1.0
2017-01-16T12:16:00+01:00;0087755009;Toulon;89.0;4.0
2017-01-16T14:40:00+01:00;0087775007;Nîmes;84.0;4.0
2017-01-16T15:05:00+01:00;0087113001;Paris Est;77.0;5.0
